symbol,max_pae,mean_plddt,max_plddt,min_plddt,mean_ptm,max_ptm,min_ptm,mean_iptm,max_iptm,min_iptm,min_sa_i_1,min_sa_i_2,max_sa_i_1,max_sa_i_2,avg_sa_i_1,avg_sa_i_2,min_sa_ni_1,min_sa_ni_2,max_sa_ni_1,max_sa_ni_2,avg_sa_ni_1,avg_sa_ni_2,min_fi_i_1,min_fi_i_2,max_fi_i_1,max_fi_i_2,avg_fi_i_1,avg_fi_i_2,min_fi_ni_1,min_fi_ni_2,max_fi_ni_1,max_fi_ni_2,avg_fi_ni_1,avg_fi_ni_2
EIF3E_CMSS1,31.71875,73.2,74.0947,71.9301,0.58,0.59,0.57,0.28,0.44,0.16,-35.0513,-87.7022,-27.3985,-54.364,-32.1014,-68.9983,-5.0556,-8.0652,-3.017,-0.429,-4.1914,-3.9145,-0.0513,-0.0041,0.0745,0.3262,0.0224,0.1598,-0.026,-0.0733,0.0043,0.003,-0.012,-0.0285
TP53_OR6B3,31.71875,61.78,63.5235,59.4576,0.43,0.45,0.4,0.16,0.17,0.14,-48.8708,-50.1201,-37.232,-30.0115,-42.0476,-41.6262,-6.2039,-6.3203,-2.6377,-1.9366,-3.7618,-4.7282,-0.2365,-0.0733,0.14,0.0799,-0.0671,0.0132,-0.0526,-0.0246,-0.0021,0.0282,-0.033,0.0134
MYD88_ACAT1,31.71875,77.42,80.065,76.3705,0.58,0.59,0.58,0.15,0.19,0.13,-49.4211,-59.9565,-20.6498,-31.6463,-39.095,-43.4541,-16.7428,-2.4872,-10.3815,0.3557,-12.1443,-1.0346,-0.1926,-0.0516,0.0404,0.0684,-0.0854,0.0073,-0.1111,-0.032,-0.0314,-0.0002,-0.0623,-0.0129
SMARCB1_GNB4,31.609375,70.24,77.0881,65.0948,0.57,0.68,0.51,0.4,0.67,0.2,-65.4085,-36.0046,-32.7116,-28.5708,-49.8383,-33.1167,-12.3092,-1.0223,0.9198,0.0287,-6.0128,-0.3739,-0.066,-0.0861,0.0543,0.0222,-0.0006,-0.0161,-0.0478,-0.018,-0.0136,0.028,-0.0333,0.0118
KLF6_MIPOL1,31.734375,34.35,42.0767,26.3423,0.21,0.22,0.2,0.13,0.14,0.12,-45.8611,-62.7244,-34.6695,-29.7797,-38.6298,-51.1049,-4.4262,-11.3052,0.1599,-2.3009,-2.1394,-6.3762,-0.1128,-0.0539,-0.0239,0.1236,-0.0793,0.0367,-0.1412,-0.0515,-0.0841,0.0186,-0.1071,-0.0132
NFE2L2_CREBL2,31.71875,40.82,41.1363,40.3782,0.34,0.35,0.33,0.57,0.6,0.5,-48.2381,-60.6779,-37.1166,-47.0699,-43.256,-54.9498,-1.7508,-6.9778,1.677,-3.2605,-0.2929,-4.9813,-0.0878,-0.0079,0.0014,0.0923,-0.0619,0.0395,-0.0356,-0.08,0.0519,0.0064,-0.0015,-0.0451
RAC1_BAIAP2,31.71875,63.72,64.9174,62.4367,0.37,0.39,0.36,0.16,0.22,0.13,-42.5901,-53.4553,0.0,0.0,-25.6791,-35.1389,-1.1874,-2.9455,-0.107,0.0277,-0.608,-1.8023,-0.1443,-0.6819,0.005,0.0314,-0.0472,-0.1504,-0.0199,-0.0343,0.0207,0.0233,-0.002,-0.0106
RAD51B_RAD51C,31.640625,78.05,80.8308,76.1464,0.73,0.79,0.69,0.75,0.84,0.68,-48.4742,-47.327,-44.6252,-41.5438,-46.4042,-44.557,-1.8166,-6.0771,0.2206,-0.5415,-1.0154,-2.7069,0.0175,0.0021,0.0492,0.11,0.0297,0.0336,-0.0428,-0.0481,-0.0238,0.0146,-0.033,-0.0178
WWTR1_CYC1,31.734375,42.9,46.7174,40.6452,0.35,0.37,0.34,0.16,0.24,0.12,-57.2201,-57.1357,-40.1165,-29.799,-48.4376,-37.2005,0.865,1.0112,4.1371,4.4738,2.574,2.8445,0.0105,-0.1139,0.4574,0.1593,0.15,0.0198,-0.1019,-0.0384,-0.0585,0.0562,-0.0782,0.0037
SRSF2_PSMD5,31.71875,73.88,74.4218,73.4806,0.68,0.71,0.65,0.34,0.51,0.2,-80.158,-32.9729,-49.5234,-16.5513,-66.868,-24.3638,-4.9101,-1.0929,-0.0029,-0.2825,-2.5788,-0.6539,-0.4321,-0.0132,0.376,0.0549,0.0138,0.0224,0.024,-0.0182,0.098,0.0005,0.0598,-0.0066
HLA-A_TMEM129,31.734375,74.44,75.4815,73.0584,0.43,0.48,0.4,0.21,0.26,0.14,-41.5643,-44.5961,-29.8622,-34.1217,-34.9008,-40.0774,-3.8744,-7.0451,-1.2635,-1.766,-2.501,-4.9888,-0.0552,-0.0627,0.0061,0.1294,-0.0173,0.0127,0.0166,-0.0276,0.0395,-0.0039,0.0249,-0.0178
TRIM27_EBAG9,31.703125,66.8,67.5334,65.7896,0.42,0.43,0.41,0.15,0.2,0.12,-38.0604,-64.5571,-29.8397,-31.7492,-33.7497,-50.8828,-0.5926,3.356,0.0759,10.7059,-0.2629,6.815,-0.045,0.0159,0.0817,0.2288,0.0097,0.1289,-0.0235,-0.08,-0.0035,0.0833,-0.0119,-0.0119
MAPK1_DUSP1,31.703125,76.5,78.3558,75.586,0.7,0.76,0.67,0.73,0.76,0.7,-43.3382,-35.7144,-34.3921,-22.1928,-38.5382,-27.9589,-1.4344,0.0487,-0.7123,2.1591,-1.1221,1.2337,-0.1041,-0.3247,0.0874,-0.0309,-0.0201,-0.1528,-0.007,-0.0132,0.0124,0.0162,0.0007,-0.0014
RHOA_BAIAP2,31.703125,63.52,64.487,62.4287,0.37,0.38,0.37,0.15,0.17,0.13,-36.5823,-74.8739,-15.4394,-35.0166,-28.4699,-55.5748,-1.726,-5.8829,0.6332,-0.8787,-0.773,-2.8551,0.0047,0.0459,0.1327,0.2136,0.0754,0.1254,-0.0225,-0.0471,0.0131,0.0008,-0.0041,-0.0192
MEN1_GAGE13,31.734375,68.21,70.1512,65.9484,0.7,0.72,0.68,0.38,0.63,0.2,-32.8617,-103.8393,-15.7936,-82.308,-23.9479,-92.1633,-3.2516,-2.3681,-0.5141,0.6317,-2.1538,-0.8986,-0.0903,0.0124,-0.004,0.2981,-0.0524,0.1704,-0.0232,-0.0866,0.0057,0.0792,-0.0078,-0.0283
SRC_VSNL1,31.71875,71.0,72.527,69.7577,0.47,0.48,0.45,0.14,0.15,0.13,-55.7295,-52.7148,-30.7669,-34.4106,-38.7593,-40.7889,-1.8736,-5.2032,-0.2247,-1.8063,-1.0019,-3.7479,-0.0487,-0.1319,0.1158,0.0954,0.0493,-0.0136,-0.0519,-0.019,-0.0131,0.0195,-0.0269,0.0027
CD274_BYSL,31.734375,67.41,69.4804,66.2358,0.46,0.47,0.45,0.14,0.15,0.13,-33.315,-44.5947,-22.1726,-35.6901,-27.729,-39.0871,0.1922,-2.3437,3.6999,1.9795,2.3249,0.0409,-0.0761,-0.2216,0.0127,0.051,-0.026,-0.0379,-0.0105,-0.055,0.0083,-0.0249,0.0005,-0.0358
CALR_VSIR,31.71875,66.85,67.7559,65.9188,0.51,0.53,0.5,0.18,0.19,0.15,-33.1064,-72.5631,-27.8579,-45.3551,-30.1866,-56.7158,0.109,0.764,0.822,3.8135,0.4315,2.3468,-0.0674,-0.495,0.0227,-0.0621,-0.0164,-0.2925,0.0111,-0.0306,0.024,0.0168,0.0157,0.0029
SRC_AKIRIN1,31.71875,50.98,61.3803,19.4783,0.44,0.54,0.22,0.16,0.2,0.12,-58.365,-101.7139,-47.0719,-22.0584,-49.9189,-47.5268,-13.7281,-12.8724,1.0703,45.0456,-3.0396,7.6228,-0.2021,-0.516,0.0422,-0.1516,-0.0629,-0.2768,-2.443,-0.1982,0.0031,-0.084,-0.4996,-0.153
HNRNPA2B1_VSIG1,31.71875,48.32,51.3972,45.8203,0.36,0.41,0.33,0.18,0.32,0.12,-65.9113,-39.5841,-41.9799,-30.7476,-51.354,-33.8304,-9.5133,0.8399,-3.5211,4.269,-6.7968,1.9712,0.1148,0.0493,0.1957,0.1139,0.147,0.0872,-0.0488,-0.069,0.0564,-0.0055,0.0237,-0.0315
JUN_CX3CL1,31.734375,33.43,34.0665,32.548,0.2,0.21,0.19,0.13,0.16,0.12,-41.176,-50.705,-22.6919,-39.4573,-33.0389,-44.5042,0.254,-6.9837,3.7034,-1.4801,2.3335,-4.2103,-0.1954,-0.0451,0.2384,0.405,-0.0368,0.1073,-0.0108,-0.0109,0.006,0.0406,-0.0018,0.0128
BCL2_MDM4,31.71875,43.12,43.8074,42.5772,0.33,0.35,0.32,0.19,0.21,0.16,-41.3579,-50.4085,-18.4014,-34.0237,-30.4279,-43.4234,-3.13,-7.3893,2.5236,-1.6344,0.1456,-4.5356,-0.0458,-0.0437,0.0942,0.2152,0.0132,0.063,-0.1264,-0.0559,-0.0269,0.0026,-0.0579,-0.0207
MDM4_BCL2,31.734375,43.3,44.3563,41.9718,0.33,0.36,0.31,0.2,0.29,0.16,-55.5287,-38.3909,-37.5249,-19.0202,-45.7878,-31.9092,-5.0448,-0.95,-2.0022,5.4123,-3.4805,0.9015,-0.1371,-0.0953,0.0184,0.1799,-0.0708,0.0001,-0.0417,-0.0674,0.0084,-0.0051,-0.0222,-0.0313
SOX2_DNAJA2,31.734375,56.18,57.18,55.0592,0.39,0.39,0.38,0.11,0.12,0.11,-51.2494,-66.4328,-33.7272,-27.0842,-41.375,-37.5986,0.228,-2.873,3.0455,0.3407,1.7647,-1.6701,-0.635,-0.2475,0.2799,0.119,-0.1697,-0.0089,-0.0342,0.0176,0.0408,0.0569,0.0139,0.0356
MITF_PSMD14,31.734375,41.02,45.5561,38.2665,0.32,0.33,0.31,0.21,0.27,0.17,-60.6963,-45.6154,-37.7666,-33.6454,-44.5477,-39.9693,-4.4188,-10.5296,-0.4984,-4.3865,-1.8995,-6.8199,-0.0155,-0.0639,0.2115,0.1151,0.0553,0.048,-0.0974,-0.033,-0.0219,0.0936,-0.0538,0.0191
TP53_CSNK1A1,31.734375,63.85,65.1983,62.6705,0.46,0.47,0.45,0.28,0.49,0.19,-69.7925,-30.9083,-45.5086,-15.9701,-54.1896,-24.7492,-5.1293,-0.8274,-3.0479,2.7371,-4.1313,1.0833,-0.2775,-0.0895,0.0714,0.0177,-0.083,-0.0318,-0.0384,-0.052,0.0212,-0.0179,-0.0109,-0.0386
TP53_RNF2,31.71875,53.26,54.9302,52.3673,0.37,0.37,0.37,0.16,0.17,0.15,-54.7127,-46.4107,-42.6269,-27.9279,-49.5983,-37.8395,-4.1585,-7.5026,-2.9803,-2.9247,-3.8323,-5.5096,-0.268,-0.2594,-0.0347,-0.1057,-0.1487,-0.1763,-0.0522,-0.0689,-0.025,0.0068,-0.0351,-0.0265
LMNA_UBE2I,31.71875,60.86,64.4229,56.9625,0.28,0.31,0.26,0.22,0.57,0.11,-61.0838,-56.965,0.0,0.0,-27.0047,-32.0224,-0.3681,-2.4538,4.3594,-0.1496,2.6647,-1.2379,-0.0556,-0.161,0.4966,0.1381,0.1121,0.0125,-0.0327,-0.0143,0.0343,0.015,0.0132,0.0047
WWTR1_PPP1CA,31.71875,51.26,51.7448,50.3804,0.49,0.5,0.48,0.24,0.42,0.17,-81.8277,-36.7483,-50.4012,-18.3736,-59.6375,-26.3492,-7.6864,-3.4594,0.1646,-0.2574,-3.7009,-2.3063,-0.1391,-0.013,0.1,0.0514,-0.0101,0.0219,-0.1378,-0.0168,-0.0798,0.0047,-0.1115,-0.0015
CBFB_HPSE,31.71875,78.71,81.1394,76.8306,0.7,0.71,0.69,0.16,0.18,0.13,-49.977,-46.0087,-31.7449,-32.2494,-38.8312,-36.5865,-15.1899,-1.1373,-2.2625,-0.3156,-6.4174,-0.7184,-0.1128,-0.2689,-0.0121,-0.0112,-0.0534,-0.1057,-0.1009,-0.0012,-0.0784,0.0246,-0.0859,0.0117
ESR1_CISD2,31.71875,52.93,54.9247,51.1487,0.4,0.41,0.4,0.16,0.18,0.14,-33.6123,-64.1476,-21.5464,-46.7217,-29.459,-54.0519,-2.2113,-23.0761,-0.5751,-8.648,-1.7558,-13.4435,-0.0572,-0.4428,0.0815,-0.1389,0.0231,-0.2284,-0.0598,-0.1757,-0.0066,-0.0867,-0.0398,-0.1142
TP53_ABHD13,31.71875,62.71,63.8099,61.7151,0.44,0.45,0.43,0.15,0.17,0.14,-71.9106,-44.0708,-32.5233,-22.0626,-49.8197,-34.7996,-8.5401,-3.1445,-4.5404,0.8909,-6.388,-1.7518,-0.1779,0.0343,0.075,0.2013,-0.0641,0.1083,-0.0575,-0.0074,0.0121,0.0452,-0.025,0.008
KEAP1_RBX1,31.71875,73.77,75.2322,72.631,0.52,0.55,0.49,0.19,0.28,0.15,-28.236,-79.5467,-22.8323,-44.3345,-24.7922,-62.9255,-3.4286,-18.9646,-1.6713,0.7382,-2.6731,-7.1509,-0.1283,0.1083,0.0079,0.3878,-0.0733,0.2718,-0.0256,-0.119,-0.0095,0.0628,-0.0203,0.0108
SOX2_CHST12,31.71875,55.02,55.5718,53.8731,0.47,0.49,0.46,0.12,0.13,0.11,-66.9667,-31.2902,-32.5809,-13.1829,-43.331,-22.2614,-7.1195,0.2069,2.6282,4.0857,-1.06,2.2074,-0.4321,-0.2059,0.1866,0.3265,-0.0526,-0.0049,-0.0698,-0.0311,0.0475,-0.0171,-0.0108,-0.0239
TP53_RAD51,31.734375,65.86,67.0997,64.9655,0.47,0.47,0.46,0.17,0.23,0.14,-55.4244,-40.1698,-43.7286,-23.7122,-47.9739,-35.1408,-4.5456,-2.2729,-1.5546,-0.6744,-3.0338,-1.4399,-0.3227,-0.0209,-0.1649,0.1276,-0.23,0.0453,-0.0858,-0.0023,0.0075,0.0133,-0.0291,0.0069
DNAJB1_TP53,31.734375,62.96,64.8021,62.3263,0.35,0.36,0.35,0.13,0.15,0.13,-46.6874,-50.9539,-23.3489,-27.1785,-35.4534,-42.4712,-2.4491,-3.0184,3.5436,-1.7466,1.1661,-2.4222,-0.3407,-0.2168,0.1584,-0.0218,-0.1241,-0.1195,-0.051,-0.0608,-0.0169,-0.0161,-0.0321,-0.0445
TP53_DNAJB1,31.734375,62.89,63.8258,62.3067,0.35,0.35,0.35,0.13,0.14,0.12,-62.5269,-41.1414,-33.4482,-28.524,-46.6424,-33.3434,-4.2824,-1.3088,-1.5027,1.5597,-2.868,0.7548,-0.5948,-0.1261,-0.0166,0.0495,-0.1843,-0.0274,-0.0627,-0.0811,-0.0224,-0.0416,-0.0433,-0.0549
TP53_TBP,31.734375,59.08,60.1833,58.13,0.42,0.47,0.39,0.28,0.39,0.2,-96.9081,-38.6972,-52.6659,-27.0063,-76.6073,-33.0487,-9.1901,-2.552,-4.3797,1.4227,-7.1087,-0.2818,-0.1213,-0.0555,0.2482,0.0099,0.0369,-0.0252,-0.0341,-0.0422,-0.0113,-0.0146,-0.0224,-0.0286
MAF_FAM43B,31.71875,40.27,40.6493,39.4632,0.3,0.32,0.29,0.19,0.22,0.16,-66.3662,-44.12,-43.9755,-26.5149,-50.2428,-35.3013,-5.0,1.2114,-0.0502,8.401,-2.2123,4.779,-0.1251,-0.174,0.1286,0.0403,0.0369,-0.0923,-0.1335,-0.0865,-0.0676,-0.0046,-0.1047,-0.0545
BCL10_TRAF2,31.734375,69.01,72.5002,66.741,0.31,0.32,0.31,0.13,0.14,0.12,-80.8647,-39.1024,-29.6593,-20.968,-49.7517,-30.507,-5.7144,-1.1676,0.0437,0.9717,-3.3468,-0.2401,-0.0989,-0.1771,0.3742,0.0114,0.0938,-0.0551,-0.088,-0.0146,-0.0651,0.0163,-0.0721,-0.0015
HRAS_ALDH4A1,31.59375,87.56,89.217,86.5503,0.73,0.78,0.72,0.18,0.38,0.12,-42.2382,-54.391,-32.7007,-35.6664,-38.0189,-43.4918,-6.6439,-1.0445,-0.6045,0.2323,-2.3985,-0.653,-0.1592,0.0348,0.0226,0.2561,-0.0561,0.1229,-0.0364,-0.0215,0.0393,0.0021,0.0016,-0.0109
SET_KLF5,31.734375,38.58,39.4317,37.5232,0.34,0.34,0.33,0.16,0.18,0.14,-33.6514,-56.214,-25.7267,-44.7012,-29.4842,-48.6085,0.7341,-8.5489,2.7797,-2.3446,1.5332,-4.308,-0.1436,-0.2179,0.1068,0.0769,0.0286,-0.0117,-0.0033,-0.0169,0.0398,0.0382,0.0214,0.0046
CDKN1B_DYNC2I2,31.734375,60.34,60.923,59.6389,0.56,0.58,0.55,0.15,0.2,0.12,-89.0561,-60.025,-42.4373,-31.2423,-55.2646,-44.8846,-20.7506,-0.8177,-2.5749,0.1191,-11.1714,-0.3845,-0.0972,-0.0858,0.0952,0.0397,0.0107,-0.0145,-0.0936,-0.0017,0.0777,0.0197,-0.0041,0.0111
SPOP_POU5F1,31.734375,58.77,59.4909,58.1184,0.35,0.37,0.33,0.19,0.26,0.12,-61.3976,-66.9524,-19.0737,-23.931,-40.3912,-38.666,-5.783,-10.2033,-0.9482,-0.5704,-4.0919,-3.6411,0.0567,-0.1771,0.1837,-0.0003,0.1342,-0.0773,-0.0084,-0.1512,0.0233,-0.0598,0.0085,-0.1028
PTEN_JUN,31.71875,56.4,57.1995,55.1665,0.51,0.51,0.5,0.14,0.16,0.13,-46.6394,-71.871,-20.9024,-3.1611,-35.7499,-35.4962,-5.0267,-2.5897,-2.8873,5.7862,-3.928,1.453,-0.2822,-0.5095,0.2332,-0.014,0.0218,-0.1975,0.0047,-0.048,0.0544,0.026,0.0196,-0.0142
TP53_MR1,31.71875,61.41,63.0846,60.4837,0.39,0.42,0.36,0.24,0.3,0.15,-83.6244,-41.532,-63.1342,-21.7458,-69.7975,-32.2719,-7.8807,-5.6169,-4.6561,-0.2695,-6.0584,-2.4233,-0.2766,-0.0665,0.062,0.0296,-0.0706,-0.0105,-0.0658,-0.0395,-0.0155,0.0171,-0.0432,-0.0143
ESR1_PFN1,31.71875,57.68,58.3003,56.8877,0.41,0.42,0.4,0.19,0.22,0.17,-49.9451,-48.9017,-36.2331,-30.239,-42.5852,-36.9233,-5.3505,-3.2,-0.6531,-1.4134,-2.2836,-2.1737,0.0369,-0.14,0.0862,0.1231,0.0554,-0.0379,-0.0525,-0.001,0.0097,0.0612,-0.0318,0.0364
HNF1A_PCBD1,31.71875,46.22,47.3209,44.5804,0.33,0.34,0.33,0.74,0.83,0.5,-50.308,-41.1783,-38.0852,-35.1721,-45.0159,-37.9644,-5.5219,-1.7427,-3.3976,0.1772,-4.2379,-0.8688,-0.1768,-0.0546,0.004,0.1265,-0.0932,0.028,-0.0535,0.0079,0.011,0.0875,-0.0152,0.0412
BCL2_SLC2A3,31.703125,75.17,75.9598,74.142,0.66,0.67,0.64,0.19,0.21,0.13,-39.8466,-44.0705,-14.1388,-27.4062,-29.822,-33.1937,1.2559,-0.0881,6.8332,0.6572,5.0395,0.2125,-0.0396,-0.0544,0.2538,0.0682,0.1041,0.0012,-0.0753,0.0008,-0.0142,0.0223,-0.0365,0.0107
MDM2_TMBIM4,31.734375,49.23,50.685,47.2168,0.37,0.39,0.34,0.24,0.44,0.14,-44.6341,-44.7547,-24.186,-30.4069,-33.8183,-37.3434,-6.0474,-1.3379,2.9955,1.3556,-1.098,0.0162,-0.0513,-0.0202,0.0017,0.1906,-0.0165,0.069,-0.0117,-0.0056,0.0349,0.0125,0.0073,0.0026
MDM4_YWHAQ,31.671875,51.95,52.7212,50.3199,0.42,0.44,0.41,0.46,0.62,0.26,-82.9958,-33.8997,-50.2789,-28.908,-64.3204,-31.6692,-9.2394,-0.4908,-2.7937,0.5631,-5.4862,-0.037,-0.0414,-0.009,0.1535,0.036,0.0374,0.0149,-0.0493,0.021,0.0357,0.0525,0.0035,0.0376
MDM4_YWHAB,31.65625,51.96,52.4995,51.2715,0.42,0.44,0.42,0.48,0.68,0.38,-76.7839,-35.6761,-60.4482,-28.8195,-68.6931,-32.7066,-6.4841,-0.8334,-4.9792,0.7133,-5.4415,-0.3957,-0.0936,-0.0119,0.115,0.0596,0.0101,0.0233,-0.0153,0.0013,0.0056,0.0272,-0.0042,0.0151
RAC1_PAK3,31.71875,66.12,68.0678,63.387,0.51,0.52,0.5,0.52,0.79,0.15,-35.4927,-46.4984,-26.4638,-30.4924,-32.4508,-39.4942,-2.5547,-1.4346,0.5232,1.0784,-0.7866,0.0216,-0.0712,-0.0553,0.03,0.0587,-0.028,0.0039,-0.0142,-0.0228,0.0263,0.0452,-0.0001,0.0232
HMGA2_PIAS3,31.734375,53.07,53.4336,52.6155,0.45,0.45,0.45,0.22,0.25,0.2,-75.2538,-30.5754,-52.8208,-22.8398,-61.9187,-28.364,-7.6375,-1.2624,1.5204,0.0951,-2.1641,-0.8225,-0.1148,-0.1589,0.0663,0.0815,0.0079,-0.0916,0.0168,-0.0154,0.1148,0.0061,0.0794,-0.0054
LEF1_CSNK1A1,31.71875,50.01,51.5927,48.7681,0.46,0.48,0.45,0.29,0.43,0.16,-56.9741,-34.1645,-32.6674,-23.0692,-47.64,-27.0842,-5.1799,0.2031,2.0031,3.0483,-0.3754,1.1765,-0.1407,-0.0365,0.1925,0.0161,0.044,-0.0044,-0.0195,-0.0598,0.0118,-0.0164,-0.008,-0.0348
RAC1_PAK1,31.734375,65.34,66.1568,64.2355,0.49,0.51,0.46,0.52,0.78,0.15,-66.2235,-52.6313,-26.956,-29.2217,-47.5495,-41.3152,-4.8272,-3.6559,-0.2124,-1.6757,-2.1276,-2.7243,-0.0637,-0.0266,0.1506,0.1555,0.0141,0.0651,-0.0536,0.003,0.017,0.0427,-0.0035,0.0197
SMAD2_OTUB1,31.6875,68.87,70.6024,67.397,0.47,0.48,0.44,0.17,0.19,0.16,-57.0869,-43.0497,-27.9712,-31.577,-44.7508,-37.3542,-3.8517,-10.2543,-0.4714,-0.991,-1.7547,-3.27,-0.099,-0.1416,0.0867,0.0583,0.0076,0.0055,0.0085,-0.0518,0.0501,0.0285,0.0306,-0.0012
DDB2_PAQR3,31.734375,75.55,76.1936,75.0208,0.51,0.53,0.5,0.15,0.18,0.13,-47.7284,-44.0531,-32.9493,-31.016,-39.28,-37.0092,-1.9551,-2.577,-0.2478,-0.2482,-1.2349,-1.7034,-0.0818,-0.2354,0.0922,-0.0287,0.0066,-0.1142,-0.017,-0.0092,0.0196,0.034,0.0005,0.0139
PTPN11_FAM107A,31.734375,66.65,67.7412,65.165,0.61,0.64,0.58,0.17,0.18,0.15,-37.4679,-66.2623,-20.0037,-42.3204,-30.1137,-56.533,-1.8374,-24.6734,0.1335,34.792,-1.0283,17.3768,-0.0884,-0.0196,0.0709,0.6425,0.0102,0.1747,-0.0176,-0.1058,0.0078,0.0221,-0.0043,-0.0496
SMAD2_TGIF1,31.71875,58.36,59.0161,57.4055,0.51,0.53,0.49,0.22,0.34,0.17,-63.4495,-58.9278,-34.7228,-35.4748,-46.4075,-44.437,-2.2635,-5.2788,-0.9617,2.4124,-1.5514,-1.7004,-0.2295,-0.332,0.0031,0.161,-0.0717,-0.0633,0.0053,-0.0651,0.0454,0.0003,0.029,-0.0301
MAF_GAPDH,31.734375,60.82,61.3486,60.5149,0.5,0.5,0.49,0.21,0.35,0.14,-77.8097,-29.7185,-24.1709,-13.4234,-43.6293,-22.4291,-0.218,-0.5147,4.3237,0.2465,2.1337,-0.1386,-0.3233,-0.0275,0.3004,0.1307,0.0232,0.0474,-0.1663,-0.0139,-0.0686,0.0019,-0.1162,-0.0069
MYC_DDAH2,31.734375,49.27,50.1287,48.2424,0.43,0.43,0.42,0.21,0.3,0.16,-63.3381,-37.4557,-32.0351,-25.6648,-47.4877,-31.1273,-2.2521,-2.0676,2.6584,-0.1871,-0.5244,-1.2158,-0.0734,-0.5077,0.2557,-0.062,0.086,-0.2365,-0.1439,-0.0582,-0.0637,-0.0273,-0.1128,-0.043
NRAS_COCH,31.734375,78.96,80.1278,77.5307,0.41,0.44,0.38,0.15,0.17,0.12,-34.5996,-42.7249,-23.737,-26.4475,-29.2812,-36.2456,-2.376,-1.8853,-1.2352,1.9536,-1.672,0.8291,-0.1118,-0.1394,0.0763,0.1457,0.0049,0.0043,-0.0871,0.0029,-0.0309,0.0241,-0.0606,0.0155
FANCE_ARL6IP1,31.71875,68.49,69.4702,67.4863,0.4,0.4,0.4,0.14,0.15,0.13,-40.8695,-70.6623,-4.9671,-11.6874,-25.1441,-37.6824,-0.7189,-1.2327,2.0626,1.6131,0.6508,-0.0693,-0.4664,-0.063,0.0408,0.0475,-0.1753,-0.0176,-0.0202,-0.0211,0.0051,0.0195,-0.0093,-0.0034
CBFB_FOXC1,31.734375,41.57,42.4306,40.8517,0.3,0.3,0.29,0.2,0.26,0.16,-35.0148,-84.5639,-28.4449,-33.4824,-32.7893,-54.4685,-5.9358,-7.0584,-1.9417,-1.248,-3.1783,-3.3498,-0.0458,0.1721,0.0696,0.4476,-0.0092,0.2869,-0.0378,-0.0038,-0.0029,0.0724,-0.0243,0.0192
PTEN_CSNK1A1,31.703125,71.76,73.1944,70.5249,0.49,0.51,0.48,0.17,0.2,0.15,-44.8189,-36.4611,-31.7513,-19.4464,-38.1118,-29.7913,-2.846,-0.2227,-0.722,3.1303,-2.2674,1.1784,-0.1679,-0.1446,-0.008,0.0767,-0.0755,-0.0235,-0.0026,-0.0701,0.0392,-0.0239,0.023,-0.0366
CREB1_HABP4,31.734375,27.33,28.8476,26.2026,0.19,0.2,0.18,0.13,0.15,0.12,-51.0372,-48.1802,-12.7401,-34.8654,-35.0705,-39.8228,-3.8469,-9.9612,10.4574,0.3428,4.6157,-2.8556,-0.112,-0.3063,0.199,-0.065,0.0583,-0.1893,-0.0547,-0.0893,0.0654,-0.0318,-0.0136,-0.0545
MAX_MNT,31.734375,43.2,44.3017,42.0917,0.36,0.39,0.34,0.64,0.65,0.64,-50.4852,-56.77,-47.9456,-47.5826,-49.3067,-53.2551,-2.9099,-8.6283,1.7385,-4.477,-0.2109,-6.248,-0.0128,-0.0983,0.111,0.12,0.0307,0.004,-0.1693,-0.085,0.0199,-0.0189,-0.0433,-0.0567
IKZF3_BCL2L1,31.71875,35.37,36.3483,34.311,0.32,0.33,0.31,0.26,0.33,0.21,-63.709,-24.6721,-46.4141,-17.3695,-51.4376,-21.1927,-11.7185,-1.5291,-4.9754,3.9958,-8.4064,0.8575,-0.0547,0.034,0.1501,0.0817,0.0271,0.0506,-0.0894,-0.1345,0.0338,-0.0424,-0.0107,-0.0848
SMAD2_CCDC122,31.734375,58.72,62.4369,55.4684,0.42,0.48,0.36,0.13,0.18,0.11,-83.5395,-56.6571,-20.7326,-34.4156,-57.5148,-44.5719,-3.6196,-18.9882,1.5704,-7.2762,-1.1462,-14.2039,-0.1722,0.0194,0.1036,0.2854,-0.0407,0.1762,0.0318,-0.1371,0.0642,-0.014,0.0459,-0.0615
MAPK1_DUSP6,31.703125,75.6,77.3288,73.2482,0.7,0.75,0.64,0.61,0.71,0.46,-39.626,-64.3838,-32.9459,-55.6755,-36.4315,-61.5125,-1.3163,-5.2304,-0.6815,-2.6103,-0.9377,-4.0824,-0.0713,0.0394,0.0444,0.162,-0.023,0.0989,-0.0472,-0.0373,-0.0099,0.0351,-0.021,-0.007
TAL1_LDB1,31.734375,41.15,42.311,40.0955,0.37,0.38,0.37,0.36,0.43,0.15,-55.1438,-49.8264,-38.5355,-31.7824,-47.1901,-41.2545,-4.5347,-5.7479,-1.3158,-1.6734,-2.6374,-3.7617,-0.0689,-0.1199,0.0606,0.0375,0.0032,-0.0252,-0.0289,-0.0315,0.0065,0.0288,-0.0078,-0.0022
