gene_symbol_a,gene_symbol_b
PRKACA,PRKAR2B
PRKAR1A,AKAP4
PRKAR1A,PRKAR1B
PSIP1,CDCA7L
PSIP1,MEN1
PTCH1,ATG101
PTCH1,CCNB1
PTEN,ANAPC4
PTEN,ANAPC5
PTEN,ANAPC7
PTEN,BAP1
PTEN,CAMK2G
PTEN,CASP8
PTEN,CBL
PTEN,CCNE2
PTEN,CDC27
PTEN,CENPC
PTEN,CSNK1A1
PTEN,DCAF13
PTEN,EGFR
PTEN,FRK
PTEN,FZR1
PTEN,IRS4
PTEN,MAGI2
PTEN,MAGI3
PTEN,MVP
PTEN,NDFIP1
PTEN,NEDD4
PTEN,OTUD3
PTEN,PARK7
PTEN,PTK2
PTEN,SHARPIN
PTEN,SIRT4
PTEN,SNX27
PTEN,SPOP
PTEN,STK11
PTEN,STUB1
PTEN,TP53
PTEN,TRIM25
PTEN,UBE2I
PTEN,USP10
PTEN,USP13
PTEN,USP7
PTEN,USP8
PTEN,WWP2
PTEN,XIAP
PTPN11,CAV1
PTPN11,CBL
PTPN11,CBLB
PTPN11,CRKL
PTPN11,CSF2RB
PTPN11,EGFR
PTPN11,EPHA2
PTPN11,ERBB2
PTPN11,ERBB3
PTPN11,ERBB4
PTPN11,FBXW7
PTPN11,FRS2
PTPN11,FYN
PTPN11,GAB1
PTPN11,GAB2
PTPN11,GRB2
PTPN11,IGF1R
PTPN11,IL6ST
PTPN11,INPP5D
PTPN11,INSR
PTPN11,IRS1
PTPN11,JAK1
PTPN11,JAK2
PTPN11,KDR
PTPN11,LAIR1
PTPN11,PECAM1
PTPN11,PIK3CA
PTPN11,PIK3R1
PTPN11,PTK2
PTPN11,SHC4
PTPN11,SIRPA
PTPN11,SLAMF1
PTPN11,SOCS3
PTPN11,SOS1
PTPN11,STAT3
PTPRC,LCK
PTPRC,SKAP1
PTPRK,LOX
QKI,RAF1
RABEP1,AP1G1
RABEP1,GGA1
RABEP1,GGA2
RABEP1,GGA3
RABEP1,HSF4
RABEP1,HSFY1
RABEP1,RAB5A
RABEP1,RABGEF1
RAC1,ARFIP2
RAC1,ARHGAP1
RAC1,ARHGDIA
RAC1,ARHGEF6
RAC1,ARHGEF7
RAC1,BAIAP2
RAC1,BIRC2
RAC1,CAV1
RAC1,CDC42SE2
RAC1,CTNNB1
RAC1,FMNL1
RAC1,GIT1
RAC1,HACE1
RAC1,IL1RAP
RAC1,IQGAP1
RAC1,IQGAP2
RAC1,IQGAP3
RAC1,KPNA2
RAC1,LMNB1
RAC1,MAP3K11
RAC1,NCKAP1
RAC1,PAK1
RAC1,PAK3
RAC1,PAK4
RAC1,PARD6A
RAC1,RAP1GDS1
RAC1,STAT3
RAC1,SYNJ2
RAC1,UNKL
RAC1,WASF1
RAC1,XIAP
RAD21,AIRE
RAD21,CDCA5
RAD21,CTCF
RAD21,PDS5A
RAD21,SMC1A
RAD21,SMC3
RAD21,SRRM1
RAD21,STAG1
RAD21,STAG2
RAD21,USP13
RAD50,GEMIN2
RAD50,MDM2
RAD50,RNF126
RAD50,TERF2
RAD50,TERF2IP
RAD51B,HELQ
RAD51B,RAD51C
RAD51B,RAD51D
RAD51B,XRCC2
RAP1GDS1,HRAS
RAP1GDS1,KRAS
RAP1GDS1,RAP1A
RAP1GDS1,RHOA
RARA,CCND3
RARA,HDAC2
RARA,ITGB1BP2
RARA,KAT2B
RARA,KLF5
RARA,MED25
RARA,NCOA1
RARA,NCOA3
RARA,PML
RARA,PRAM1
RARA,PRAME
RARA,PSMC5
RARA,RXRA
RARA,RXRB
RARA,SKI
RARA,SNW1
RARA,SQSTM1
RARA,SRC
RARA,TADA3
RARA,TRIB3
RB1,AATF
RB1,AHR
RB1,ANAPC2
RB1,AR
RB1,BRF1
RB1,CBX4
RB1,CBX5
RB1,CCND1
RB1,CCND3
RB1,CDC27
RB1,CDK4
RB1,CEBPB
RB1,CUX1
RB1,DYRK1A
RB1,E2F1
RB1,E2F2
RB1,E2F3
RB1,E2F4
RB1,E4F1
RB1,EID1
RB1,ENC1
RB1,FOXM1
RB1,FZR1
RB1,HBP1
RB1,HDAC1
RB1,HDAC2
RB1,HDAC3
RB1,ID2
RB1,JUN
RB1,KAT2B
RB1,KAT5
RB1,KDM4A
RB1,MCM7
RB1,MDM2
RB1,MDM4
RB1,MORF4L1
RB1,NPM1
RB1,PA2G4
RB1,PML
RB1,PPP1CA
RB1,PSMD10
RB1,RAF1
RB1,RBBP4
RB1,RBBP7
RB1,RBBP8
RB1,RBBP9
RB1,SERPINB2
RB1,SKP2
RB1,SP1
RB1,SUV39H1
RB1,TAL1
RB1,TFDP1
RB1,TFDP2
RB1,TRAP1
RB1,TRIM27
RB1,UBTF
RB1,USP4
RB1,ZBTB7A
RBM15,ALYREF
RBM15,NXF1
RECQL4,GINS4
RECQL4,MCM7
RECQL4,NBN
RECQL4,SIRT1
REL,MAPK8
REL,NFE2L2
REL,NFKBIA
REL,NFKBIB
REL,NFKBIE
REL,PPP4C
REL,RELA
RET,CBLC
RET,DOK1
RET,DOK5
RET,GRB10
RET,PDLIM7
RET,SHC1
RET,STAT3
RHOA,AGAP2
RHOA,ARHGAP1
RHOA,ARHGDIA
RHOA,ARHGEF12
RHOA,BAIAP2
RHOA,CDKN1B
RHOA,CNKSR1
RHOA,CUL3
RHOA,DIAPH1
RHOA,KCNA2
RHOA,KTN1
RHOA,MAP3K1
RHOA,MARK2
RHOA,PKN1
RHOA,PLD1
RHOA,RAP1GDS1
RHOA,ROCK1
RHOA,ROCK2
RHOA,RTKN
RHOA,SMURF1
RHOH,ARHGDIA
RNF43,AKAP8L
RNF43,DVL2
RNF43,FZD5
RNF43,NONO
RNF43,PIK3R1
RNF43,SFPQ
RNF43,TCF7L2
RPL10,YES1
RPL5,CSNK2B
RPL5,DCC
RPL5,EIF5A
RPL5,MDM2
RPL5,RPL11
RPL5,RPL23
RPL5,TP53
RPN1,HSPA5
RPN1,MLEC
RPN1,OS9
RPN1,USP11
RSPO2,ZNRF3
RUNX1,CBFB
RUNX1,FOXC1
RUNX1,HDAC1
RUNX1,HDAC3
RUNX1,PML
RUNX1,SMAD3
RUNX1,STUB1
RUNX1,SUV39H1
RUNX1,UXT
RUNX1,YAP1
RUNX1T1,ATN1
RUNX1T1,CBFA2T2
RUNX1T1,CBFA2T3
RUNX1T1,HDAC1
RUNX1T1,HDAC3
RUNX1T1,PRKAR2A
RUNX1T1,SIN3A
RUNX1T1,ZBTB16
RXRA,MED25
RXRA,NCOA1
RXRA,NR1H2
RXRA,NR1H4
RXRA,NR1I2
RXRA,NR4A1
RXRA,NR4A2
RXRA,PPARD
RXRA,PPARG
RXRA,PPARGC1A
RXRA,RARA
RXRA,THRA
RXRA,THRB
RXRA,VDR
SET,ANP32A
SET,APBB1
SET,CHAF1A
SET,KLF5
SET,NR3C1
SET,PTMA
SET,SETBP1
SET,TP53
SET,TRIM4
SF3B1,PHF5A
SF3B1,PPP1R8
SF3B1,SF3A2
SF3B1,SF3B4
SF3B1,SF3B5
SF3B1,SF3B6
SFPQ,HDAC1
SFPQ,NONO
SFPQ,PARK7
SFPQ,PITX3
SFPQ,PPARG
SFPQ,PTBP1
SFPQ,RNF43
SFPQ,SIN3A
SFPQ,SNRPA
SFPQ,TOP1
SFPQ,U2AF2
SH3GL1,ARHGAP8
SH3GL1,SH3GL3
SIX1,HSPA9
SLC34A2,NUDCD1
SMAD2,CTNNB1
SMAD2,ESR1
SMAD2,ETV4
SMAD2,FOXH1
SMAD2,HDAC1
SMAD2,INSR
SMAD2,KAT2B
SMAD2,LEF1
SMAD2,MYC
SMAD2,NCOA3
SMAD2,NEDD4L
SMAD2,OTUB1
SMAD2,PIAS4
SMAD2,PIN1
SMAD2,RNF111
SMAD2,SKI
SMAD2,SKIL
SMAD2,SMAD4
SMAD2,SMARCC1
SMAD2,SMARCC2
SMAD2,SMURF1
SMAD2,SMURF2
SMAD2,SP1
SMAD2,TGFBR1
SMAD2,TGIF1
SMAD2,TP53
SMAD2,TRIM33
SMAD2,USP15
SMAD2,WWP1
SMAD2,ZFYVE9
SMAD3,AR
SMAD3,ATF2
SMAD3,ATF3
SMAD3,CTNNB1
SMAD3,DEDD
SMAD3,FOS
SMAD3,FOXH1
SMAD3,FOXO3
SMAD3,GSK3B
SMAD3,HIF1A
SMAD3,IRF7
SMAD3,JUN
SMAD3,KAT2B
SMAD3,LEF1
SMAD3,MECOM
SMAD3,MYC
SMAD3,NEDD4
SMAD3,NEDD4L
SMAD3,NEDD9
SMAD3,NR3C1
SMAD3,OTUB1
SMAD3,OTUD1
SMAD3,PIAS4
SMAD3,PIN1
SMAD3,PPARG
SMAD3,RBX1
SMAD3,RNF111
SMAD3,RUNX1
SMAD3,RUNX2
SMAD3,RUNX3
SMAD3,SKI
SMAD3,SKIL
SMAD3,SMAD2
SMAD3,SMAD4
SMAD3,SMARCC2
SMAD3,SMURF1
SMAD3,SMURF2
SMAD3,SP1
SMAD3,TGFB1I1
SMAD3,TGFBR1
SMAD3,TRIM33
SMAD3,USP15
SMAD3,WWOX
SMAD3,WWP1
SMAD3,ZFYVE9
SMARCA4,ATF3
SMARCA4,BCL7A
SMARCA4,CBX5
SMARCA4,CDKN2A
SMARCA4,E2F6
SMARCA4,ING1
SMARCA4,MYOD1
SMARCB1,DPF2
SMARCB1,MCPH1
SMARCB1,MYC
SMARCB1,PPP1R15A
SMARCB1,RB1CC1
SMARCB1,SMARCA2
SMARCB1,SMARCC1
SMARCB1,SMARCC2
SMARCB1,SMARCD1
SMARCB1,SMARCE1
SMARCB1,SS18
SMARCE1,ACTB
SMARCE1,ACTL6A
SMARCE1,BRD7
SMARCE1,BRMS1
SMARCE1,DPF2
SMARCE1,RCOR1
SMARCE1,SMARCB1
SMARCE1,SMARCC1
SMARCE1,SMARCC2
SMARCE1,SMARCD1
SND1,PIM1
SND1,RBPJ
SOCS1,CSF1R
SOCS1,CYTIP
SOCS1,IGF1R
SOCS1,IRS1
SOCS1,IRS2
SOCS1,JAK2
SOCS1,KIT
SOCS1,MAP3K5
SOCS1,RELA
SOCS1,TP53
SOCS1,VAV1
SOX2,CCT3
SOX2,CTNNB1
SOX2,CUX1
SOX2,DNAJA2
SOX2,EEF2
SOX2,EIF4A1
SOX2,FAM98A
SOX2,FARSA
SOX2,FUS
SOX2,HDAC1
SOX2,HNRNPA3
SOX2,HNRNPK
SOX2,HNRNPL
SOX2,HNRNPU
SOX2,HSPD1
SOX2,KHDRBS1
SOX2,MTA2
SOX2,MYEF2
SOX2,NOP58
SOX2,RPL34
SOX2,RPS17
SOX2,SMARCA5
SOX2,SQSTM1
SOX2,STAU1
SOX2,SUPT16H
SOX2,TAF15
SOX2,TBX2
SOX2,TCF3
SOX2,TRIM26
SOX2,USP7
SOX2,WDR5
SOX2,XRCC1
SOX2,XRCC5
SOX2,XRCC6
SPOP,AR
SPOP,ATF2
SPOP,BRD2
SPOP,BRD3
SPOP,BRD4
SPOP,CAPRIN1
SPOP,CCNE1
SPOP,CD274
SPOP,CDC20
SPOP,CUL3
SPOP,DAXX
SPOP,DEK
SPOP,DHX9
SPOP,EHMT1
SPOP,ERG
SPOP,ESR1
SPOP,G3BP1
SPOP,GLI2
SPOP,GLI3
SPOP,INF2
SPOP,MYC
SPOP,MYD88
SPOP,NANOG
SPOP,NCOA3
SPOP,PIP4K2B
SPOP,PTEN
SPOP,RTN4
SRC,AR
SRC,ARRB1
SRC,ARRB2
SRC,ASAP1
SRC,BCAR1
SRC,CASP8
SRC,CBL
SRC,CBLC
SRC,CBLL1
SRC,CD44
SRC,CDH1
SRC,CHUK
SRC,CRK
SRC,CSNK2A1
SRC,EGFR
SRC,EPHB2
SRC,ERBB2
SRC,ESR1
SRC,ESR2
SRC,FGFR1
SRC,GRB2
SRC,GRIN2A
SRC,HDAC3
SRC,HIF1A
SRC,HSP90AA1
SRC,IKBKB
SRC,IKBKG
SRC,KCNA5
SRC,KDR
SRC,KHDRBS1
SRC,PDCD6IP
SRC,PDGFRB
SRC,PECAM1
SRC,PGR
SRC,PIK3R1
SRC,PSMB9
SRC,PTGER4
SRC,PTK2
SRC,PTK2B
SRC,PTPRA
SRC,RARA
SRC,SH3KBP1
SRC,STAT1
SRC,STAT3
SRC,TLR4
SRC,TNFRSF1A
SRC,TNK2
SRC,TRAF1
SRC,TRAF3
SRC,TRAF6
SRC,VDR
SRSF2,AIRE
SRSF2,CIR1
SRSF2,SREK1
SRSF3,SREK1
SRSF3,SRRM1
SRSF3,U2AF2
SS18,ATF2
SS18,EZH2
SS18,HDAC1
SS18,MLLT10
SS18,RBM14
SS18,SMARCB1
SS18,TLE1
SSX2,ATF2
SSX2,EZH2
SSX2,HDAC1
SSX2,SMARCA2
SSX2,TLE1
STAG2,CDCA5
STAG2,RAD21
STAT3,AR
STAT3,CCND1
STAT3,EGFR
STAT3,ELP2
STAT3,FBXW7
STAT3,HDAC1
STAT3,HDAC3
STAT3,HIC1
STAT3,HIF1A
STAT3,HSP90AA1
STAT3,IL6ST
STAT3,JAK1
STAT3,JAK2
STAT3,MAGEC2
STAT3,MAP3K7
STAT3,MAPK1
STAT3,NDUFA13
STAT3,NFE2L2
STAT3,NFKBIZ
STAT3,NR3C1
STAT3,PDIA3
STAT3,PELP1
STAT3,PIAS3
STAT3,PTPN11
STAT3,PTPN2
STAT3,RAC1
STAT3,RELA
STAT3,RET
STAT3,RPA2
STAT3,SIRT1
STAT3,SOCS7
STAT3,SP1
STAT3,SRI
STAT3,STAT1
STAT3,TRAF6
STAT3,TRIM59
STAT3,USP28
STAT5B,EGFR
STAT5B,JAK1
STAT5B,JAK2
STAT6,ANXA2
STAT6,SND1
STRN,PPP2R1A
STRN,PPP2R1B
STRN,ZRANB1
SUFU,FBXL17
SUFU,GLI1
SUFU,GLIS3
SUZ12,AEBP2
SUZ12,CTCF
SUZ12,DDX5
SUZ12,EED
SUZ12,EZH1
SUZ12,EZH2
SUZ12,JARID2
SUZ12,JAZF1
SUZ12,PHF1
SUZ12,PHF19
SUZ12,RBBP4
SUZ12,RBBP7
SUZ12,SIRT1
SUZ12,USP7
SUZ12,WDR77
SYK,BLNK
SYK,CBL
SYK,FCER1G
SYK,FGR
SYK,GRB2
SYK,INPP5D
SYK,LCK
SYK,LCP2
SYK,NCK1
SYK,PIK3R1
SYK,PTK2
SYK,PTPN6
SYK,SH3BP2
SYK,TRAF6
SYK,TRAIP
SYK,UBASH3B
SYK,USP25
SYK,VAV1
TAF15,SAFB
TAF15,SOX2
TAL1,CBFA2T3
TAL1,GATA1
TAL1,HDAC1
TAL1,HDAC2
TAL1,KDM1A
TAL1,LDB1
TAL1,LMO1
TAL1,LMO2
TAL1,RB1
TAL1,SP1
TAL1,SSBP2
TAL1,SSBP3
TAL1,STUB1
TAL1,TCF12
TAL1,TCF3
TAL1,TCF4
TAL1,TRIM33
TBL1XR1,AR
TBL1XR1,BCL3
TBL1XR1,CTNNB1
TBL1XR1,EMD
TBL1XR1,HDAC3
TBL1XR1,IRS4
TBL1XR1,TBL1X
TCEA1,PAF1
TCF12,ID1
TCF12,ID2
TCF12,ID3
TCF12,TCF21
TCF3,BHLHE40
TCF3,ID1
TCF3,ID2
TCF3,ID3
TCF3,LYL1
TCF3,MYOD1
TCF3,MYOG
TCF3,PSMD4
TCF3,SKP2
TCF3,SOX2
TCF3,TCF21
TCF3,TWIST1
TCF3,USF1
TCF7L2,CTNNB1
TCF7L2,DAXX
TCF7L2,DAZAP2
TCF7L2,MAD2L2
TCF7L2,RNF43
TCL1A,AKT1
TCL1A,AKT2
TERT,AKT1
TERT,CIB1
TERT,HSP90AA1
TERT,MDM2
TERT,MKRN1
TERT,PTGES3
TERT,RUVBL1
TERT,RUVBL2
TERT,UBE2D3
TERT,XRCC5
TFE3,E2F3
TFG,TRAF3
TLX1,PPP2CA
TLX1,PPP2CB
TNFAIP3,ACSL4
TNFAIP3,CASP8
TNFAIP3,DEPTOR
TNFAIP3,FADD
TNFAIP3,GSK3B
TNFAIP3,IKBKE
TNFAIP3,IKBKG
TNFAIP3,RIPK1
TNFAIP3,RIPK4
TNFAIP3,RNF11
TNFAIP3,RNF114
TNFAIP3,RNF31
TNFAIP3,TAX1BP1
TNFAIP3,TBK1
TNFAIP3,TNF
TNFAIP3,TNFRSF1A
TNFAIP3,TNIP1
TNFAIP3,TNIP2
TNFAIP3,TNIP3
TNFAIP3,TRAF1
TNFAIP3,TRAF2
TNFAIP3,TRAF6
TNFAIP3,YWHAB
TNFAIP3,YWHAH
TNFAIP3,YWHAZ
TNFRSF14,TRAF2
TNFRSF14,TRAF5
TOP1,BTBD1
TOP1,BTBD2
TOP1,CDKN2A
TOP1,CDT1
TOP1,NCL
TOP1,NKX3-1
TOP1,PARP1
TOP1,SFPQ
TOP1,SRSF1
TOP1,TOPORS
TOP1,XRCC5
TOP1,XRCC6
TP53,AIMP2
TP53,ATF3
TP53,ATXN3
TP53,AURKA
TP53,AXIN1
TP53,BACH1
TP53,BAG2
TP53,BAG5
TP53,BAK1
TP53,BANP
TP53,BARD1
TP53,BAX
TP53,BCAS3
TP53,BCL2
TP53,BCL2L1
TP53,BECN1
TP53,BLM
TP53,BMI1
TP53,BRCC3
TP53,BTRC
TP53,CASP3
TP53,CCDC106
TP53,CCDC8
TP53,CCNG1
TP53,CDC14A
TP53,CDK1
TP53,CDKN1A
TP53,CDKN2A
TP53,CFLAR
TP53,CHEK1
TP53,COPS5
TP53,CREB1
TP53,CRYAB
TP53,CSNK1A1
TP53,CYLD
TP53,DAXX
TP53,DNAJB1
TP53,E2F1
TP53,E4F1
TP53,EFEMP2
TP53,EGR1
TP53,EIF2AK2
TP53,EIF3F
TP53,ELL
TP53,ERCC6
TP53,ESR1
TP53,ETS1
TP53,ETS2
TP53,FBXO11
TP53,FBXO22
TP53,FBXO42
TP53,G3BP2
TP53,GMPS
TP53,GNL3
TP53,GSK3B
TP53,HDAC1
TP53,HDAC2
TP53,HERC5
TP53,HIF1A
TP53,HIPK1
TP53,HIPK2
TP53,HNRNPK
TP53,HSP90AA1
TP53,HSPA1A
TP53,HSPA4
TP53,HSPA8
TP53,HSPA9
TP53,HSPB1
TP53,IFI16
TP53,ING1
TP53,ING4
TP53,ING5
TP53,IRF7
TP53,ITCH
TP53,KAT2B
TP53,KAT5
TP53,KDM1A
TP53,KDM4D
TP53,KPNA4
TP53,MAGEA2
TP53,MAP3K1
TP53,MAP9
TP53,MAPK1
TP53,MAPK14
TP53,MAPK3
TP53,MAPK8
TP53,MAPK9
TP53,MDM2
TP53,MDM4
TP53,MED1
TP53,MIF
TP53,MKRN1
TP53,MNAT1
TP53,MSH2
TP53,MTA1
TP53,NAT10
TP53,NDN
TP53,NFKBIA
TP53,NFYA
TP53,NFYB
TP53,NOC2L
TP53,NPM1
TP53,NQO1
TP53,NR0B2
TP53,NR1I2
TP53,NR3C1
TP53,NR4A1
TP53,NUMB
TP53,OTUB1
TP53,OTUD5
TP53,PADI4
TP53,PARK7
TP53,PARP1
TP53,PATZ1
TP53,PBK
TP53,PCNA
TP53,PDCD5
TP53,PER2
TP53,PHF1
TP53,PIN1
TP53,PKM
TP53,PLK3
TP53,PML
TP53,POLI
TP53,PPARG
TP53,PPP1R13B
TP53,PPP1R13L
TP53,PSMC5
TP53,PSMD4
TP53,PSME3
TP53,PTEN
TP53,PTGS2
TP53,PTK2
TP53,PTTG1IP
TP53,RAD23A
TP53,RAD51
TP53,RCHY1
TP53,RFFL
TP53,RING1
TP53,RNF157
TP53,RNF2
TP53,RNF20
TP53,RNF40
TP53,RPA1
TP53,RPL11
TP53,RPL5
TP53,S100A4
TP53,SEC31A
TP53,SET
TP53,SFN
TP53,SIN3A
TP53,SIN3B
TP53,SIRT1
TP53,SIVA1
TP53,SMAD2
TP53,SMG7
TP53,SMYD2
TP53,SNAI1
TP53,SNRPA1
TP53,SOCS1
TP53,SP1
TP53,SP3
TP53,SQSTM1
TP53,SRPK1
TP53,STUB1
TP53,SUMO1
TP53,SYVN1
TP53,TADA3
TP53,TAF9
TP53,TBP
TP53,TDG
TP53,TFAP2A
TP53,TFDP1
TP53,TOP1
TP53,TOPBP1
TP53,TOPORS
TP53,TP53BP2
TP53,TP63
TP53,TP73
TP53,TPT1
TP53,TRIM21
TP53,TRIM25
TP53,TRIM28
TP53,TRIM31
TP53,TRIM65
TP53,TSC22D1
TP53,TWIST1
TP53,UBC
TP53,UBD
TP53,UBE2A
TP53,UBE2I
TP53,UBE2N
TP53,UBE3A
TP53,UBE4B
TP53,UCHL1
TP53,USP10
TP53,USP11
TP53,USP7
TP53,VHL
TP53,VRK1
TP53,WWOX
TP53,XPO1
TP53,XRCC6
TP53,YBX1
TP53,YWHAZ
TP53,YY1
TP53,ZBTB17
TP53,ZBTB2
TP53,ZBTB33
TP53,ZBTB7A
TP53,ZMIZ1
TP53,ZNF398
TP53,ZNF420
TRAF7,PELI2
TRIM24,AR
TRIM24,BRD7
TRIM24,TP53
TRIM24,TRIM28
TRIM27,CDKN1A
TRIM27,CLEC16A
TRIM27,EIF3E
TRIM27,MAGEL2
TRIM27,PIAS1
TRIM27,PIAS2
TRIM27,PIAS3
TRIM27,PIAS4
TRIM27,PRAM1
TRIM27,RB1
TRIM27,TBK1
TRIM27,UBE2D1
TRIM27,UBE2D3
TRIM27,UBE2N
TRIM27,USP7
TRIM33,LDB1
TRIM33,SKIL
TRIM33,SMAD2
TRIM33,SMAD3
TRIM33,SMAD4
TRIM33,TAL1
TRIM33,UBE2I
TSC1,NEFL
TSC1,YWHAE
TSC2,RHEB
U2AF1,CIR1
U2AF1,RP9
U2AF1,SF3A2
U2AF1,U2AF2
U2AF1,ZRANB2
USP6,MYL2
USP8,CD274
USP8,CFLAR
USP8,CHMP1B
USP8,ID1
USP8,MAP3K7
USP8,PTEN
USP8,RNF41
USP8,SFN
USP8,STAM
USP8,TARDBP
USP8,YWHAE
WAS,ARPC3
WAS,C5AR1
WAS,FNBP1
WAS,NCK1
WAS,PACSIN1
WAS,PIK3R1
WAS,PSTPIP1
WAS,TRIP10
WAS,WIPF1
WRN,FEN1
WRN,PCNA
WRN,RAD52
WRN,RPA2
WRN,TERF2
WT1,CIAO1
WT1,PAWR
WT1,U2AF2
WT1,UBE2I
WT1,WTAP
WWTR1,BTRC
WWTR1,LATS1
WWTR1,PPP1CA
WWTR1,TEAD4
WWTR1,TP53BP2
WWTR1,WBP2
WWTR1,YWHAE
XPA,ERCC1
XPA,RPA1
XPC,CETN2
XPC,CETN3
XPC,DDB2
XPC,PARP1
XPC,RAD23A
XPC,RAD23B
XPO1,BACH1
XPO1,CA9
XPO1,CDC37L1
XPO1,CDKN1B
XPO1,HDAC3
XPO1,NUP62
XPO1,RAN
XPO1,RANBP3
XPO1,TP53
ZMYM2,HDAC2
ZMYM2,SUMO2
ZMYM2,UBE2A
ZMYM2,UBE2B
