gene,gencodeID_transcript_MANE
CCDC192,ENST00000514853
MVB12A,ENST00000317040
CHODL,ENST00000299295
OAF,ENST00000328965
EGFL7,ENST00000308874
DNAJC27,ENST00000264711
OLR1,ENST00000309539
DIO2,ENST00000438257
PAQR4,ENST00000318782
FAM216A,ENST00000377673
TMEM202,ENST00000341689
KITLG,ENST00000644744
CUTC,ENST00000370476
XPA,ENST00000375128
ZNF32,ENST00000374433
TGIF1,ENST00000343820
IL2RA,ENST00000379959
CCDC197,ENST00000636493
FAM210A,ENST00000651643
TIPRL,ENST00000367833
PHB1,ENST00000300408
HOXA9,ENST00000343483
SRSF5,ENST00000557154
CENPV,ENST00000299736
TPRG1L,ENST00000378344
CAPZB,ENST00000264202
RSPO3,ENST00000356698
KCNRG,ENST00000312942
FOSL1,ENST00000312562
ARV1,ENST00000310256
NUBP2,ENST00000262302
COLEC11,ENST00000349077
CALB2,ENST00000302628
CTDSP2,ENST00000398073
TMEM150A,ENST00000334462
TMEM192,ENST00000306480
ABHD14A,ENST00000273596
TARM1,ENST00000432826
ICAM4,ENST00000380770
OTUB1,ENST00000538426
PRDX4,ENST00000379341
PPP1R42,ENST00000685739
ATF1,ENST00000262053
PITPNB,ENST00000335272
COMT,ENST00000361682
ZCCHC9,ENST00000407610
SRPRB,ENST00000678299
AQP2,ENST00000199280
PSMF1,ENST00000335877
SLC66A2,ENST00000397778
RELL1,ENST00000454158
PLPP7,ENST00000372264
PITPNA,ENST00000313486
UBXN8,ENST00000265616
CCDC3,ENST00000378825
BICDL1,ENST00000548673
TMEM176B,ENST00000326442
MED4,ENST00000258648
LHPP,ENST00000368842
SMUG1,ENST00000682136
SPI1,ENST00000378538
HHEX,ENST00000282728
SNX11,ENST00000359238
PEDS1,ENST00000371652
IL33,ENST00000682010
KCNIP2,ENST00000356640
SLBP,ENST00000489418
RPA2,ENST00000373912
PABIR3,ENST00000645433
HSD17B14,ENST00000263278
TIGAR,ENST00000179259
PRKAB1,ENST00000229328
CFHR2,ENST00000367415
NTF3,ENST00000423158
CCSAP,ENST00000284617
GATAD1,ENST00000287957
CD200,ENST00000315711
RITA1,ENST00000548278
MPZL1,ENST00000359523
RIMS4,ENST00000372851
PLAAT5,ENST00000540857
CPSF4,ENST00000292476
WBP1,ENST00000233615
CENPK,ENST00000396679
SURF4,ENST00000371989
GFRA4,ENST00000290417
GEMIN2,ENST00000308317
AQP1,ENST00000311813
CDCA3,ENST00000538862
ANP32E,ENST00000583931
TSPAN5,ENST00000305798
CTRC,ENST00000375949
CAPNS1,ENST00000246533
EAF1,ENST00000396842
RPP30,ENST00000371703
HCCS,ENST00000380762
ZFAND1,ENST00000220669
R3HDM4,ENST00000361574
MED8,ENST00000372457
DHRS12,ENST00000444610
FGF5,ENST00000312465
GATD3,ENST00000291577
MSX2,ENST00000239243
POMC,ENST00000395826
MS4A12,ENST00000016913
IL15RA,ENST00000379977
APOA1,ENST00000236850
CFAP300,ENST00000434758
MRPL9,ENST00000368830
PHOSPHO1,ENST00000310544
ZDHHC12,ENST00000372663
ACER3,ENST00000532485
DPH6,ENST00000256538
ELANE,ENST00000263621
RAB36,ENST00000263116
RBM7,ENST00000375490
RWDD3,ENST00000370202
PENK,ENST00000451791
CD82,ENST00000227155
ITM2C,ENST00000326427
PABIR2,ENST00000343004
OVOL1,ENST00000335987
ITM2B,ENST00000647800
DRAM2,ENST00000484310
RASL12,ENST00000220062
REC114,ENST00000331090
NSMCE1,ENST00000361439
HPGD,ENST00000296522
GLIPR1,ENST00000266659
ELP6,ENST00000296149
RPL7A,ENST00000323345
C2orf92,ENST00000627399
PQBP1,ENST00000447146
ARL9,ENST00000640821
ELOVL6,ENST00000302274
OLAH,ENST00000378228
UROS,ENST00000368797
ACRV1,ENST00000533904
TMEM270,ENST00000320531
NKX6-3,ENST00000518699
COQ4,ENST00000300452
CLEC12A,ENST00000304361
APH1A,ENST00000369109
USB1,ENST00000219281
CEACAM7,ENST00000401731
TK2,ENST00000544898
STEAP1B,ENST00000678116
JMJD8,ENST00000609261
PSMG2,ENST00000317615
PLPP5,ENST00000424479
CT55,ENST00000276241
NDUFS3,ENST00000263774
CYB5D2,ENST00000301391
RPS3A,ENST00000274065
NNMT,ENST00000299964
TMEM41A,ENST00000421852
CA7,ENST00000338437
HLA-DQB2,ENST00000437316
COPS7B,ENST00000350033
PDZD9,ENST00000424898
OCEL1,ENST00000215061
FSTL3,ENST00000166139
PSMA1,ENST00000396394
INMT,ENST00000013222
NECAP2,ENST00000337132
MTX2,ENST00000249442
ITM2A,ENST00000373298
PSMB5,ENST00000361611
OSCAR,ENST00000358375
KCTD2,ENST00000322444
LBHD1,ENST00000354588
SPSB2,ENST00000524270
PIK3IP1,ENST00000215912
GPATCH11,ENST00000674370
RAET1E,ENST00000357183
RSPO1,ENST00000356545
IL22RA2,ENST00000296980
ETFBKMT,ENST00000357721
C12orf43,ENST00000288757
TTC33,ENST00000337702
PMM1,ENST00000216259
CD99L2,ENST00000370377
MRRF,ENST00000344641
NEURL3,ENST00000451794
TMEM106A,ENST00000612339
SPIB,ENST00000595883
SRSF10,ENST00000492112
TMIGD1,ENST00000328886
EMC10,ENST00000334976
NRM,ENST00000376421
CALN1,ENST00000395275
SPATA46,ENST00000367935
PNPO,ENST00000642017
HSD17B10,ENST00000168216
MRPL10,ENST00000351111
RCHY1,ENST00000324439
SLA2,ENST00000262866
AQP8,ENST00000219660
FAM78B,ENST00000354422
ERP29,ENST00000261735
EMCN,ENST00000296420
CLDN18,ENST00000183605
CAVIN3,ENST00000303927
ALKBH2,ENST00000429722
SRSF12,ENST00000452027
CD40LG,ENST00000370629
STX7,ENST00000367941
KLK2,ENST00000325321
EMC3,ENST00000245046
WBP2,ENST00000254806
UCK2,ENST00000367879
CTDSP1,ENST00000273062
PCNA,ENST00000379143
HLA-DMA,ENST00000374843
KLK3,ENST00000326003
PSMA4,ENST00000044462
ENOPH1,ENST00000273920
LASP1,ENST00000318008
CA1,ENST00000523022
DHRS11,ENST00000618403
UPK1B,ENST00000264234
EAF2,ENST00000273668
NSA2,ENST00000610426
CACNG6,ENST00000252729
TMEM70,ENST00000312184
IRAK1BP1,ENST00000369940
DCK,ENST00000286648
DPM1,ENST00000371588
CA2,ENST00000285379
RFXANK,ENST00000303088
BEAN1,ENST00000536005
UBE2J2,ENST00000349431
PEX11B,ENST00000369306
BPGM,ENST00000344924
SRD5A1,ENST00000274192
DCUN1D2,ENST00000478244
RAB34,ENST00000395245
DKK2,ENST00000285311
IGFBP1,ENST00000275525
TNFRSF10C,ENST00000356864
USE1,ENST00000263897
HDHD2,ENST00000300605
UNC50,ENST00000357765
TYW3,ENST00000370867
UBXN2A,ENST00000309033
DCUN1D1,ENST00000292782
PI15,ENST00000260113
SNF8,ENST00000502492
RNF170,ENST00000527424
PGLS,ENST00000252603
CISH,ENST00000348721
TRIM40,ENST00000396581
CDV3,ENST00000264993
TNNT3,ENST00000278317
AMN1,ENST00000281471
DNALI1,ENST00000652629
EIF3J,ENST00000261868
FRG1,ENST00000226798
ANKRD30BL,ENST00000409867
CRISP3,ENST00000263045
FCER1A,ENST00000693622
PIP4P2,ENST00000285419
RPL8,ENST00000528957
ODF4,ENST00000328248
DMAC2,ENST00000221943
ZFAND2B,ENST00000289528
FOLR1,ENST00000393676
TMEM101,ENST00000206380
GZMM,ENST00000264553
PACRG,ENST00000366888
REEP4,ENST00000306306
APH1B,ENST00000261879
TLCD3A,ENST00000308278
YIPF5,ENST00000274496
AKT1S1,ENST00000344175
MAF1,ENST00000322428
FAM120AOS,ENST00000375412
ATP5PB,ENST00000369722
MRPL28,ENST00000199706
RNASET2,ENST00000508775
ARL13A,ENST00000450049
PCGF5,ENST00000336126
CFAP410,ENST00000339818
TMEM74B,ENST00000429036
KCNIP3,ENST00000295225
BPIFA1,ENST00000354297
PRTN3,ENST00000234347
RAB26,ENST00000210187
ENKUR,ENST00000331161
SKA1,ENST00000285116
SNRPA1,ENST00000254193
SUSD3,ENST00000375472
HLA-DQA1,ENST00000343139
YWHAE,ENST00000264335
ETFB,ENST00000309244
ELF5,ENST00000257832
DLX1,ENST00000361725
FBXO44,ENST00000251547
PSMA3,ENST00000216455
STX6,ENST00000258301
RPL7L1,ENST00000493763
MFAP4,ENST00000299610
FOLR2,ENST00000298223
KCTD14,ENST00000353172
REEP2,ENST00000378339
PSME3IP1,ENST00000309137
FCGR3A,ENST00000443193
BPIFA3,ENST00000375454
ETHE1,ENST00000292147
SPATA9,ENST00000274432
ANKRD7,ENST00000265224
BARX1,ENST00000253968
PDYN,ENST00000217305
HLA-DRA,ENST00000395388
NFU1,ENST00000410022
ORAI2,ENST00000495936
CXCL16,ENST00000293778
CCDC152,ENST00000361970
EMD,ENST00000369842
MEOX1,ENST00000318579
CCDC90B,ENST00000529689
STK19,ENST00000685781
TMEM51,ENST00000376008
CD151,ENST00000397420
TRPT1,ENST00000317459
MARCHF3,ENST00000308660
CFD,ENST00000327726
TSPAN3,ENST00000267970
TP53RK,ENST00000372114
CLIC4,ENST00000374379
KLK7,ENST00000595820
CLDND1,ENST00000341181
FGFR1OP2,ENST00000229395
PNPLA4,ENST00000381042
C1orf43,ENST00000368521
BIN3,ENST00000276416
TSPAN11,ENST00000546076
TFPT,ENST00000391759
NXPH3,ENST00000328741
AREG,ENST00000395748
OSM,ENST00000215781
C4BPB,ENST00000367078
PNO1,ENST00000263657
NMNAT3,ENST00000704800
RCAN1,ENST00000313806
BTG3,ENST00000348354
ZNF511,ENST00000361518
EMX2,ENST00000553456
KLF16,ENST00000250916
DUT,ENST00000331200
PIGL,ENST00000225609
SPINT2,ENST00000301244
CDCA5,ENST00000275517
ORC6,ENST00000219097
CEACAM3,ENST00000357396
AZU1,ENST00000233997
CYB561,ENST00000360793
CBX7,ENST00000216133
VPS37D,ENST00000324941
TNFSF15,ENST00000374045
BRI3BP,ENST00000341446
KLK14,ENST00000650543
MYOZ3,ENST00000517768
CLIC5,ENST00000339561
C1QB,ENST00000509305
DERL1,ENST00000259512
LYPD5,ENST00000377950
ODF1,ENST00000285402
SBDS,ENST00000246868
IZUMO1R,ENST00000687084
CD200R1L,ENST00000488794
CCN5,ENST00000190983
MMAB,ENST00000545712
KLK11,ENST00000453757
MS4A8,ENST00000300226
PSMA8,ENST00000415576
GCH1,ENST00000491895
TMEM106C,ENST00000429772
LIN28B,ENST00000345080
CD58,ENST00000369489
TRIM74,ENST00000285805
MRPL47,ENST00000476781
SWSAP1,ENST00000674460
LGALS3,ENST00000254301
TNFSF13,ENST00000338784
KLK9,ENST00000594211
BCL2L12,ENST00000246784
KCNIP4,ENST00000382152
TSPAN7,ENST00000378482
CRISP1,ENST00000335847
BPIFA2,ENST00000354932
TPI1,ENST00000396705
UTP23,ENST00000309822
TNFSF12,ENST00000293825
PSME1,ENST00000206451
ANP32A,ENST00000465139
RPS6,ENST00000380394
NDUFV2,ENST00000318388
TMEM150C,ENST00000449862
MITD1,ENST00000289359
TEX101,ENST00000598265
STX10,ENST00000587230
VAPA,ENST00000400000
DIO1,ENST00000361921
MBL2,ENST00000674931
MRO,ENST00000398439
TSPAN19,ENST00000532498
PACRGL,ENST00000503585
MLF2,ENST00000203630
CHTOP,ENST00000368694
GOSR1,ENST00000451249
SFTPA2,ENST00000372325
TIMM21,ENST00000169551
SRSF1,ENST00000258962
PSMA7,ENST00000370873
APOLD1,ENST00000356591
SECTM1,ENST00000269389
TSPAN18,ENST00000520358
KLK12,ENST00000684732
CMTM2,ENST00000268595
IAH1,ENST00000497473
CCNQ,ENST00000576892
EIF4H,ENST00000265753
TPM4,ENST00000643579
STPG4,ENST00000445927
ING4,ENST00000341550
MPZ,ENST00000533357
RPL7,ENST00000352983
SFTPA1,ENST00000398636
GRXCR2,ENST00000377976
PRSS3,ENST00000379405
CLEC7A,ENST00000304084
ATP6V1D,ENST00000216442
MPDU1,ENST00000250124
PEX11A,ENST00000300056
PRSS1,ENST00000311737
NIPSNAP3B,ENST00000374762
GARIN5A,ENST00000600100
FGF14,ENST00000376143
PRSS2,ENST00000539842
PRB4,ENST00000279575
MOG,ENST00000376917
TMEM33,ENST00000504986
TM2D3,ENST00000333202
CENPH,ENST00000283006
COQ10A,ENST00000308197
TLCD1,ENST00000292090
GZMB,ENST00000216341
FAM133B,ENST00000445716
STC1,ENST00000290271
CMA1,ENST00000250378
NSMCE2,ENST00000287437
MDFI,ENST00000230321
MMD2,ENST00000401401
TMUB1,ENST00000297533
GZMH,ENST00000216338
LIN37,ENST00000301159
TFAM,ENST00000487519
YWHAB,ENST00000353703
MED6,ENST00000256379
MRM2,ENST00000242257
RAET1L,ENST00000367341
PMM2,ENST00000268261
MARCHF2,ENST00000215555
LYPD4,ENST00000609812
MDFIC,ENST00000393486
PDC,ENST00000391997
BRMS1,ENST00000359957
PSMA6,ENST00000261479
YWHAH,ENST00000248975
BCAP31,ENST00000345046
EXOSC4,ENST00000316052
YWHAQ,ENST00000238081
TSPAN6,ENST00000373020
ZNF575,ENST00000314228
EIF6,ENST00000374450
YWHAZ,ENST00000395958
ISX,ENST00000404699
TLCD5,ENST00000375095
OCIAD1,ENST00000264312
SFR1,ENST00000369727
FAM136A,ENST00000430566
C1QA,ENST00000374642
EIF4E2,ENST00000258416
RNF151,ENST00000569714
C1QC,ENST00000374640
RNF138,ENST00000261593
METTL27,ENST00000297873
FGF13,ENST00000315930
BDH2,ENST00000296424
PRRX1,ENST00000239461
GSTT2B,ENST00000290765
TSPAN16,ENST00000590327
MLX,ENST00000435881
INO80E,ENST00000563197
CEACAM4,ENST00000221954
QDPR,ENST00000281243
KLK6,ENST00000310157
ULBP3,ENST00000367339
ADIPOQ,ENST00000320741
LTB,ENST00000429299
RND3,ENST00000263895
SSMEM1,ENST00000297819
RTRAF,ENST00000261700
FGF8,ENST00000320185
TIGIT,ENST00000383671
MS4A2,ENST00000278888
CTDNEP1,ENST00000574322
RCAN2,ENST00000371374
RPS3,ENST00000531188
C1orf174,ENST00000361605
RWDD1,ENST00000466444
CD48,ENST00000368046
TPK1,ENST00000360057
HOXB8,ENST00000239144
C1QTNF5,ENST00000528368
RSPO2,ENST00000276659
VAPB,ENST00000475243
GSTO2,ENST00000338595
TMEM109,ENST00000227525
SYF2,ENST00000236273
SSPN,ENST00000242729
CTHRC1,ENST00000330295
LAT2,ENST00000460943
N4BP2L1,ENST00000380130
JAZF1,ENST00000283928
CRISP2,ENST00000339139
PLEKHB1,ENST00000354190
EIF4E1B,ENST00000318682
TRH,ENST00000302649
MRPS7,ENST00000245539
GLIPR1L1,ENST00000378695
HELT,ENST00000515777
TPSD1,ENST00000211076
HTATIP2,ENST00000451739
IL34,ENST00000288098
APIP,ENST00000395787
NAA60,ENST00000407558
CYB561A3,ENST00000294072
CCDC103,ENST00000417826
GEMIN8,ENST00000680255
DKKL1,ENST00000221498
SYPL1,ENST00000455385
NRIP3,ENST00000309166
GSTO1,ENST00000369713
PEX11G,ENST00000221480
MPIG6B,ENST00000649779
PRSS58,ENST00000547058
WFDC8,ENST00000289953
RGS20,ENST00000276500
ZCCHC17,ENST00000344147
PDGFB,ENST00000331163
PSMA5,ENST00000271308
RCAN3,ENST00000374395
ZCCHC24,ENST00000372336
GSTT4,ENST00000621179
BCAP29,ENST00000005259
DNAJC4,ENST00000628077
TNFRSF18,ENST00000379268
TP53INP1,ENST00000342697
MTRES1,ENST00000311381
SNRPN,ENST00000390687
U2AF1,ENST00000291552
TMEM219,ENST00000279396
TMEM65,ENST00000297632
KRTCAP3,ENST00000288873
SHISA5,ENST00000296444
CD7,ENST00000312648
VSTM2A,ENST00000402613
UNC119,ENST00000335765
THEM4,ENST00000368814
KLRC3,ENST00000396439
HDGF,ENST00000357325
MS4A7,ENST00000300184
TNFSF14,ENST00000675206
MORN3,ENST00000355329
DLX4,ENST00000240306
MS4A15,ENST00000405633
ING5,ENST00000313552
IGFBP6,ENST00000301464
PSMB6,ENST00000270586
EGLN3,ENST00000250457
THAP3,ENST00000054650
RBM38,ENST00000356208
BCL2,ENST00000333681
DERL2,ENST00000158771
GUCD1,ENST00000435822
C16orf95,ENST00000567970
PSME2,ENST00000216802
TSPAN9,ENST00000011898
DIABLO,ENST00000464942
AK2,ENST00000672715
LRRC57,ENST00000397130
MS4A4A,ENST00000337908
ANKRD49,ENST00000544612
IZUMO3,ENST00000543880
EFHD1,ENST00000264059
COQ10B,ENST00000263960
EDN3,ENST00000337938
MMD,ENST00000262065
TMBIM4,ENST00000358230
NUDT7,ENST00000268533
ALKBH6,ENST00000378875
SMNDC1,ENST00000369603
DRAM1,ENST00000258534
SYNDIG1L,ENST00000331628
GAP43,ENST00000305124
CIDEC,ENST00000336832
TSPAN4,ENST00000397397
DOLPP1,ENST00000372546
PIMREG,ENST00000572447
CD63,ENST00000257857
TMEM127,ENST00000258439
SRSF7,ENST00000313117
AIG1,ENST00000357847
RHNO1,ENST00000489288
RASSF3,ENST00000542104
NAA40,ENST00000377793
TSPAN8,ENST00000247829
CLEC4A,ENST00000229332
RNF166,ENST00000312838
CBR4,ENST00000306193
KCTD6,ENST00000404589
DCUN1D5,ENST00000260247
LYPLAL1,ENST00000366928
RAB23,ENST00000468148
REXO2,ENST00000265881
ARL6IP4,ENST00000315580
TGIF2,ENST00000373872
NRL,ENST00000561028
CLNS1A,ENST00000525428
TMBIM6,ENST00000267115
VSTM1,ENST00000338372
GAMT,ENST00000252288
CD81,ENST00000263645
NUDT8,ENST00000376693
RABL3,ENST00000273375
YIPF6,ENST00000462683
PEMT,ENST00000255389
STX8,ENST00000306357
RBM24,ENST00000379052
SYCP3,ENST00000392924
APOBEC1,ENST00000229304
FAM177A1,ENST00000280987
LHFPL3,ENST00000424859
CHCHD6,ENST00000290913
TFPI2,ENST00000222543
DUSP15,ENST00000339738
MSRA,ENST00000317173
CD8A,ENST00000283635
EXOSC5,ENST00000221233
KCNMB2,ENST00000452583
NAA10,ENST00000464845
PRSS37,ENST00000350549
MOSPD3,ENST00000393950
FAM3B,ENST00000357985
SCAMP5,ENST00000425597
HSCB,ENST00000216027
CLDN16,ENST00000264734
MPZL3,ENST00000278949
FAM168A,ENST00000356467
FLT3LG,ENST00000597551
DERL3,ENST00000318109
HAUS2,ENST00000260372
MYCT1,ENST00000367245
TMEM176A,ENST00000004103
NKX3-1,ENST00000380871
PSMA2,ENST00000223321
XNDC1N,ENST00000679412
TNFSF8,ENST00000223795
KCTD5,ENST00000301738
STARD3NL,ENST00000009041
TK1,ENST00000301634
MESD,ENST00000261758
ZFYVE21,ENST00000311141
SYNGR4,ENST00000344846
TREM1,ENST00000244709
RSPO4,ENST00000217260
OTUB2,ENST00000203664
CFAP299,ENST00000358105
BCL2L1,ENST00000307677
LAT,ENST00000395456
KLRC1,ENST00000359151
TNF,ENST00000449264
ATPSCKMT,ENST00000511437
SYNGR1,ENST00000328933
TMEM40,ENST00000314124
PBDC1,ENST00000373358
TMEM150B,ENST00000326652
FCGR3B,ENST00000650385
FAM204A,ENST00000369183
TMEM179,ENST00000556573
LIN7A,ENST00000552864
BCL10,ENST00000648566
TEX35,ENST00000319416
MIXL1,ENST00000366810
RTP3,ENST00000296142
CD302,ENST00000259053
CLRN1,ENST00000327047
C2orf49,ENST00000258457
DHRS4L2,ENST00000335125
DDIT4,ENST00000307365
RND1,ENST00000309739
VTI1B,ENST00000554659
WFDC3,ENST00000243938
FBXL22,ENST00000638704
DCAKD,ENST00000651974
PAFAH1B3,ENST00000262890
SNRPB,ENST00000381342
PRRG3,ENST00000674457
KLRF1,ENST00000617889
LYPLA2,ENST00000374514
KLRC2,ENST00000381902
NQO2,ENST00000380455
LRAT,ENST00000336356
HES7,ENST00000541682
ROPN1L,ENST00000274134
SCNM1,ENST00000368905
TREM2,ENST00000373113
RNF141,ENST00000265981
NMRK2,ENST00000168977
C19orf38,ENST00000397820
SLX9,ENST00000291634
ADTRP,ENST00000414691
TMEM126B,ENST00000358867
FAM3A,ENST00000447601
THTPA,ENST00000288014
LYPLA1,ENST00000316963
TMED5,ENST00000370282
RABL2B,ENST00000691320
C6orf62,ENST00000378119
ZMAT4,ENST00000297737
ATRAID,ENST00000380171
PAFAH1B2,ENST00000527958
SCAMP4,ENST00000316097
SYNGR3,ENST00000248121
CLTB,ENST00000310418
CCDC134,ENST00000255784
RABL2A,ENST00000683472
BTG4,ENST00000692032
CFAP95,ENST00000377197
CLEC1B,ENST00000298527
CYB561D1,ENST00000420578
RAB33B,ENST00000305626
PRXL2A,ENST00000606162
VCPKMT,ENST00000395860
CD79B,ENST00000006750
RTBDN,ENST00000674343
TMEM182,ENST00000412401
LHFPL2,ENST00000380345
CLDN10,ENST00000299339
CYB5D1,ENST00000332439
PUDP,ENST00000381077
CACYBP,ENST00000367679
CD9,ENST00000009180
CMPK1,ENST00000371873
RPE,ENST00000359429
BNIP1,ENST00000351486
IFITM10,ENST00000340134
EFNA5,ENST00000333274
SCN4B,ENST00000324727
TSN,ENST00000389682
ANKRD46,ENST00000335659
NT5M,ENST00000389022
BRICD5,ENST00000328540
RNF114,ENST00000244061
CLDN15,ENST00000308344
THAP2,ENST00000308086
LMO2,ENST00000257818
SPAG7,ENST00000206020
ZFAND3,ENST00000287218
PRL,ENST00000306482
TEX30,ENST00000376032
ZNRF1,ENST00000335325
AK3,ENST00000381809
TMED4,ENST00000457408
YEATS4,ENST00000247843
CHCHD3,ENST00000262570
LYSMD1,ENST00000368908
TMED1,ENST00000214869
PCMT1,ENST00000464889
CD79A,ENST00000221972
ARL6IP6,ENST00000326446
TMEM204,ENST00000566264
MYL10,ENST00000223167
LRMDA,ENST00000611255
SPCS2,ENST00000263672
GPX3,ENST00000388825
ATP6V1E1,ENST00000253413
TMEM98,ENST00000579849
ARPIN,ENST00000357484
PSMD10,ENST00000217958
YAE1,ENST00000223273
GSTK1,ENST00000358406
EEF1AKMT3,ENST00000300209
TXNDC9,ENST00000264255
THYN1,ENST00000341541
GSTM3,ENST00000361066
GGTLC1,ENST00000335694
GRPEL2,ENST00000329271
MOB4,ENST00000323303
SNRPB2,ENST00000246071
MS4A6A,ENST00000528851
PSPH,ENST00000275605
PRTFDC1,ENST00000320152
EEF1B2,ENST00000392222
FGF11,ENST00000293829
CLCF1,ENST00000312438
SYNGR2,ENST00000225777
CCDC43,ENST00000315286
ZC4H2,ENST00000374839
EPDR1,ENST00000199448
TMEM147,ENST00000222284
HOXB6,ENST00000225648
CRP,ENST00000255030
CBLN2,ENST00000269503
EIF4E3,ENST00000425534
HES6,ENST00000272937
CHIC1,ENST00000373502
FKBP3,ENST00000396062
CLDN19,ENST00000296387
AK4,ENST00000327299
CMTM5,ENST00000339180
MKRN2OS,ENST00000564146
UCHL1,ENST00000284440
SIGMAR1,ENST00000277010
TMEM114,ENST00000620492
PGRMC2,ENST00000296425
CFC1,ENST00000259216
CCDC124,ENST00000445755
CFC1B,ENST00000281882
STYX,ENST00000354586
POLR3G,ENST00000651687
NTMT1,ENST00000372483
ELSPBP1,ENST00000339841
PSMD9,ENST00000541212
GINS4,ENST00000276533
RAB37,ENST00000392613
TWSG1,ENST00000262120
GSTA4,ENST00000370963
UBE2S,ENST00000264552
SOD2,ENST00000538183
STEEP1,ENST00000644802
CHAC1,ENST00000617768
THAP6,ENST00000311638
CLTRN,ENST00000380342
PRG2,ENST00000311862
RAB41,ENST00000374473
MIF4GD,ENST00000325102
TMEM54,ENST00000373463
PLEKHB2,ENST00000693505
NUDT14,ENST00000392568
CSHL1,ENST00000309894
GSTA3,ENST00000211122
CHMP2A,ENST00000312547
FKBP7,ENST00000424785
CHMP4A,ENST00000347519
CHMP3,ENST00000263856
SPACA9,ENST00000356311
CYB561D2,ENST00000425346
VWC2L,ENST00000312504
SRSF2,ENST00000359995
TIRAP,ENST00000392679
TMEM225B,ENST00000431679
SLC50A1,ENST00000368404
IFTAP,ENST00000334307
MXD1,ENST00000264444
SINHCAF,ENST00000337682
DLEU7,ENST00000504404
TSPAN2,ENST00000369516
RAB28,ENST00000330852
HES4,ENST00000304952
VPS28,ENST00000292510
ALKBH7,ENST00000245812
GPX6,ENST00000361902
GPX5,ENST00000412168
SRSF9,ENST00000229390
RP9,ENST00000297157
TIMP2,ENST00000262768
DGCR6,ENST00000331444
TERB2,ENST00000340827
C18orf21,ENST00000592875
TP53INP2,ENST00000374810
ATG10,ENST00000282185
CD28,ENST00000324106
VAMP7,ENST00000286448
WFDC1,ENST00000219454
STARD6,ENST00000307844
POP4,ENST00000585603
DGCR6L,ENST00000248879
GATD1,ENST00000319863
ARTN,ENST00000372359
RAB3A,ENST00000222256
TMEM179B,ENST00000333449
CIDEB,ENST00000554411
NUDT5,ENST00000491614
BNIP3L,ENST00000380629
RIT1,ENST00000368323
CIDEA,ENST00000320477
PRR27,ENST00000344526
TRAPPC4,ENST00000533632
LHFPL5,ENST00000360215
CD53,ENST00000271324
CLEC4E,ENST00000299663
MISP3,ENST00000587086
PIGF,ENST00000281382
TMED10,ENST00000303575
RPAIN,ENST00000381209
CHMP5,ENST00000223500
PSMB9,ENST00000374859
PRELID1,ENST00000303204
GSTM5,ENST00000256593
PRRG1,ENST00000378628
RAB4A,ENST00000366690
GSTM2,ENST00000241337
RAB42,ENST00000465518
IL37,ENST00000263326
CLTA,ENST00000345519
GSTM4,ENST00000369836
EIF3K,ENST00000248342
MRPS34,ENST00000397375
SCN1B,ENST00000262631
RAB11B,ENST00000328024
POLR3GL,ENST00000369314
GGTLC2,ENST00000448514
GSTM1,ENST00000309851
GUK1,ENST00000453943
NKAIN3,ENST00000623646
RGS19,ENST00000395042
GH1,ENST00000323322
TMED3,ENST00000299705
COQ7,ENST00000321998
GRB2,ENST00000316804
C22orf23,ENST00000403305
CALY,ENST00000252939
GRPEL1,ENST00000264954
GCA,ENST00000437150
C3orf52,ENST00000264848
DUSP19,ENST00000354221
PID1,ENST00000392055
MOB3A,ENST00000357066
GRAP,ENST00000284154
BCL7C,ENST00000215115
RIT2,ENST00000326695
RAB19,ENST00000537763
GAR1,ENST00000226796
CSH2,ENST00000392886
ZCRB1,ENST00000266529
GIMD1,ENST00000638719
PSMC3IP,ENST00000393795
EIF4E,ENST00000450253
VTI1A,ENST00000393077
GH2,ENST00000423893
MOB1B,ENST00000309395
RAB11A,ENST00000261890
RAN,ENST00000543796
KCNIP1,ENST00000328939
RAB2B,ENST00000397762
GSTZ1,ENST00000216465
RFLNA,ENST00000546355
TMEM139,ENST00000359333
STMN4,ENST00000350889
MOB3C,ENST00000319928
MRPL24,ENST00000361531
C8orf82,ENST00000524821
GINS3,ENST00000318129
PPIB,ENST00000300026
FGF17,ENST00000359441
KLRK1,ENST00000240618
RAB5C,ENST00000346213
MAJIN,ENST00000301896
HMGB1,ENST00000341423
TLDC2,ENST00000217320
LYSMD2,ENST00000267838
SCN3B,ENST00000299333
SCN2B,ENST00000278947
RAB14,ENST00000373840
SPACA3,ENST00000269053
RAB5A,ENST00000273047
ALG1L2,ENST00000425059
RAB5B,ENST00000360299
TMEM267,ENST00000397080
CSNK2B,ENST00000375882
EDARADD,ENST00000334232
RPL14,ENST00000396203
MPZL2,ENST00000278937
FAAP24,ENST00000588258
PTRH1,ENST00000543175
TESC,ENST00000335209
EEF1AKMT1,ENST00000382758
PCTP,ENST00000268896
TM2D2,ENST00000456397
PRDX5,ENST00000265462
FAM167A,ENST00000284486
MS4A3,ENST00000278865
IGLL5,ENST00000526893
RHOJ,ENST00000316754
N6AMT1,ENST00000303775
KDELR3,ENST00000216014
NPM2,ENST00000518119
SMCO1,ENST00000397537
DNAAF6,ENST00000372453
CCDC169,ENST00000239859
RPL10,ENST00000369817
VHL,ENST00000256474
MOSPD1,ENST00000370783
EBAG9,ENST00000337573
THAP1,ENST00000254250
